idencuesta,ola,ola_num,muestra,estrato_disenno,segmento_disenno,ponderador02,m0_sexo,m02,m01,m36,m0_edad,n_visitas_entr,responde,m02_fac,m01_fac,m36_fac
13110073,2022,6,1,Gran Santiago,1311007,2.66138410568237,1,1,5,5,64,,1,Trabajo Remunerado,Media,Soltero
13110074,2016,0,1,Gran Santiago,1311007,0.788999974727631,2,5,7,7,60,3,1,Jubilado,Técnica,Soltero
13110074,2017,1,1,Gran Santiago,1311007,0.780786395072937,2,5,5,,61,1,1,Jubilado,Media,
13110074,2018,2,1,Gran Santiago,1311007,1.17299675941467,2,5,5,7,62,2,1,Jubilado,Media,Soltero
13110074,2019,3,1,Gran Santiago,1311007,1.56752943992615,2,5,5,7,63,3,1,Jubilado,Media,Soltero
13110074,2021,5,1,Gran Santiago,1311007,1.45205521583557,2,5,5,7,64,3,1,Jubilado,Media,Soltero
13110074,2022,6,1,Gran Santiago,1311007,1.21255695819855,2,5,5,8,66,,1,Jubilado,Media,Soltero
13110075,2016,0,1,Gran Santiago,1311007,1.18400001525879,2,1,7,4,46,4,1,Trabajo Remunerado,Técnica,Soltero
13110075,2017,1,1,Gran Santiago,1311007,,,,,,,,0,,,
13110075,2018,2,1,Gran Santiago,1311007,,,,,,,,0,,,
13110075,2019,3,1,Gran Santiago,1311007,,,,,,,,0,,,
13110075,2021,5,1,Gran Santiago,1311007,,,,,,,,0,,,
13110075,2022,6,1,Gran Santiago,1311007,,,,,,,,0,,,
13110076,2016,0,1,Gran Santiago,1311007,1.33200001716614,2,4,5,4,18,2,1,Otras Categorías,Media,Soltero
13110076,2017,1,1,Gran Santiago,1311007,1.31757724285126,2,4,8,,20,2,1,Otras Categorías,Universitaria,
13110076,2018,2,1,Gran Santiago,1311007,1.97943222522736,2,4,8,4,21,7,1,Otras Categorías,Universitaria,Soltero
13110076,2019,3,1,Gran Santiago,1311007,3.91882395744324,2,4,8,4,22,8,1,Otras Categorías,Universitaria,Soltero
13110076,2021,5,1,Gran Santiago,1311007,3.63013815879822,2,4,8,4,23,2,1,Otras Categorías,Universitaria,Soltero
13110076,2022,6,1,Gran Santiago,1311007,3.0313925743103,2,1,9,4,25,,1,Trabajo Remunerado,Universitaria,Soltero
13110077,2016,0,1,Gran Santiago,1311007,0.999000012874603,2,1,7,2,56,3,1,Trabajo Remunerado,Técnica,En Pareja
13110077,2017,1,1,Gran Santiago,1311007,0.988182902336121,2,1,7,,57,4,1,Trabajo Remunerado,Técnica,
13110077,2018,2,1,Gran Santiago,1311007,,,,,,,,0,,,
13110077,2019,3,1,Gran Santiago,1311007,,,,,,,,0,,,
13110077,2021,5,1,Gran Santiago,1311007,,,,,,,,0,,,
13110077,2022,6,1,Gran Santiago,1311007,,,,,,,,0,,,
13110083,2016,0,1,Gran Santiago,1311008,0.987999975681305,2,1,8,1,32,1,1,Trabajo Remunerado,Universitaria,En Pareja
13110083,2017,1,1,Gran Santiago,1311008,,,,,,,,0,,,
13110083,2018,2,1,Gran Santiago,1311008,,,,,,,,0,,,
13110083,2019,3,1,Gran Santiago,1311008,,,,,,,,0,,,
13110083,2021,5,1,Gran Santiago,1311008,,,,,,,,0,,,
13110083,2022,6,1,Gran Santiago,1311008,,,,,,,,0,,,
13110084,2016,0,1,Gran Santiago,1311008,1.48199999332428,2,7,3,5,40,2,1,Trabajo Doméstico No Remunerado,Básica,Soltero
13110084,2017,1,1,Gran Santiago,1311008,,,,,,,,0,,,
13110084,2018,2,1,Gran Santiago,1311008,,,,,,,,0,,,
13110084,2019,3,1,Gran Santiago,1311008,2.41479802131653,2,2,3,2,44,9,1,Trabajo Remunerado,Básica,En Pareja
13110084,2021,5,1,Gran Santiago,1311008,0.838840663433075,2,2,3,4,44,13,1,Trabajo Remunerado,Básica,Soltero
13110084,2022,6,1,Gran Santiago,1311008,1.40096890926361,2,7,3,5,47,,1,Trabajo Doméstico No Remunerado,Básica,Soltero
13110085,2016,0,1,Gran Santiago,1311008,0.493999987840653,2,1,5,4,47,5,1,Trabajo Remunerado,Media,Soltero
13110085,2017,1,1,Gran Santiago,1311008,0.814403176307678,2,2,5,,48,3,1,Trabajo Remunerado,Media,
13110085,2018,2,1,Gran Santiago,1311008,1.17456007003784,2,1,5,8,49,13,1,Trabajo Remunerado,Media,Soltero
13110085,2019,3,1,Gran Santiago,1311008,,,,,,,,0,,,
13110085,2021,5,1,Gran Santiago,1311008,0.559227168560028,2,1,5,4,51,4,1,Trabajo Remunerado,Media,Soltero
13110085,2022,6,1,Gran Santiago,1311008,0.466989666223526,2,1,5,4,53,,1,Trabajo Remunerado,Media,Soltero
13110087,2016,0,1,Gran Santiago,1311008,0.499000012874603,2,1,7,8,30,2,1,Trabajo Remunerado,Técnica,Soltero
13110087,2017,1,1,Gran Santiago,1311008,0.823485791683197,2,1,6,,31,3,1,Trabajo Remunerado,Técnica,
13110087,2018,2,1,Gran Santiago,1311008,,,,,,,,0,,,
13110087,2019,3,1,Gran Santiago,1311008,,,,,,,,0,,,
13110087,2021,5,1,Gran Santiago,1311008,,,,,,,,0,,,
13110087,2022,6,1,Gran Santiago,1311008,,,,,,,,0,,,
13110091,2016,0,1,Gran Santiago,1311009,1.55400002002716,2,1,4,2,44,4,1,Trabajo Remunerado,Media,En Pareja
13110091,2017,1,1,Gran Santiago,1311009,1.28131353855133,2,2,4,,45,1,1,Trabajo Remunerado,Media,
13110091,2018,2,1,Gran Santiago,1311009,1.53996169567108,2,1,2,4,46,4,1,Trabajo Remunerado,Básica,Soltero
13110091,2019,3,1,Gran Santiago,1311009,1.54344129562378,2,1,4,4,47,3,1,Trabajo Remunerado,Media,Soltero
13110091,2021,5,1,Gran Santiago,1311009,,,,,,,,0,,,
13110091,2022,6,1,Gran Santiago,1311009,2.65316390991211,2,1,4,4,50,,1,Trabajo Remunerado,Media,Soltero
13110092,2016,0,1,Gran Santiago,1311009,0.77700001001358,2,2,9,1,45,5,1,Trabajo Remunerado,Universitaria,En Pareja
13110092,2017,1,1,Gran Santiago,1311009,0.640656769275665,2,2,8,,47,3,1,Trabajo Remunerado,Universitaria,
13110092,2018,2,1,Gran Santiago,1311009,0.769980847835541,2,2,9,1,47,2,1,Trabajo Remunerado,Universitaria,En Pareja
13110092,2019,3,1,Gran Santiago,1311009,2.05792188644409,2,2,9,1,48,3,1,Trabajo Remunerado,Universitaria,En Pareja
13110092,2021,5,1,Gran Santiago,1311009,3.17720365524292,2,1,9,1,50,4,1,Trabajo Remunerado,Universitaria,En Pareja
13110092,2022,6,1,Gran Santiago,1311009,2.65316390991211,2,2,9,1,51,,1,Trabajo Remunerado,Universitaria,En Pareja
13110093,2016,0,1,Gran Santiago,1311009,1.16600000858307,2,5,4,5,72,2,1,Jubilado,Media,Soltero
13110093,2017,1,1,Gran Santiago,1311009,0.96098518371582,2,5,4,,73,3,1,Jubilado,Media,
13110093,2018,2,1,Gran Santiago,1311009,1.1549711227417,2,5,4,5,74,1,1,Jubilado,Media,Soltero
13110093,2019,3,1,Gran Santiago,1311009,1.02896094322205,2,5,3,5,76,3,1,Jubilado,Básica,Soltero
13110093,2021,5,1,Gran Santiago,1311009,1.58860182762146,2,5,4,5,77,4,1,Jubilado,Media,Soltero
13110093,2022,6,1,Gran Santiago,1311009,,,,,,,,0,,,
13110094,2016,0,1,Gran Santiago,1311009,1.16600000858307,2,7,4,1,65,4,1,Trabajo Doméstico No Remunerado,Media,En Pareja
13110094,2017,1,1,Gran Santiago,1311009,0.96098518371582,2,7,3,,66,2,1,Trabajo Doméstico No Remunerado,Básica,
13110094,2018,2,1,Gran Santiago,1311009,1.1549711227417,2,7,4,1,67,30,1,Trabajo Doméstico No Remunerado,Media,En Pareja
13110094,2019,3,1,Gran Santiago,1311009,1.02896094322205,2,7,4,1,68,3,1,Trabajo Doméstico No Remunerado,Media,En Pareja
13110094,2021,5,1,Gran Santiago,1311009,1.58860182762146,2,7,4,1,70,3,1,Trabajo Doméstico No Remunerado,Media,En Pareja
13110094,2022,6,1,Gran Santiago,1311009,2.65316390991211,2,7,4,1,71,,1,Trabajo Doméstico No Remunerado,Media,En Pareja
13110095,2016,0,1,Gran Santiago,1311009,1.16600000858307,2,7,4,2,36,5,1,Trabajo Doméstico No Remunerado,Media,En Pareja
13110095,2017,1,1,Gran Santiago,1311009,0.96098518371582,2,7,5,,37,4,1,Trabajo Doméstico No Remunerado,Media,
13110095,2018,2,1,Gran Santiago,1311009,1.1549711227417,2,2,3,1,38,1,1,Trabajo Remunerado,Básica,En Pareja
13110095,2019,3,1,Gran Santiago,1311009,2.57240223884583,2,2,4,1,40,3,1,Trabajo Remunerado,Media,En Pareja
13110095,2021,5,1,Gran Santiago,1311009,,,,,,,,0,,,
13110095,2022,6,1,Gran Santiago,1311009,,,,,,,,0,,,
13110101,2016,0,1,Gran Santiago,1311010,0.822000026702881,1,2,10,7,60,4,1,Trabajo Remunerado,Universitaria,Soltero
13110101,2017,1,1,Gran Santiago,1311010,0.740340888500214,1,2,9,,61,2,1,Trabajo Remunerado,Universitaria,
13110101,2018,2,1,Gran Santiago,1311010,0.752754807472229,1,1,10,7,62,3,1,Trabajo Remunerado,Universitaria,Soltero
13110101,2019,3,1,Gran Santiago,1311010,2.00190997123718,1,2,10,7,63,3,1,Trabajo Remunerado,Universitaria,Soltero
13110101,2021,5,1,Gran Santiago,1311010,0.820399224758148,1,2,10,7,64,2,1,Trabajo Remunerado,Universitaria,Soltero
13110101,2022,6,1,Gran Santiago,1311010,3.59286904335022,1,2,10,7,66,,1,Trabajo Remunerado,Universitaria,Soltero
13110103,2016,0,1,Gran Santiago,1311010,0.999000012874603,2,2,7,4,56,9,1,Trabajo Remunerado,Técnica,Soltero
13110103,2017,1,1,Gran Santiago,1311010,0.823485791683197,2,1,7,,56,4,1,Trabajo Remunerado,Técnica,
13110103,2018,2,1,Gran Santiago,1311010,0.791772842407227,2,2,6,4,59,1,1,Trabajo Remunerado,Técnica,Soltero
13110103,2019,3,1,Gran Santiago,1311010,1.58712363243103,2,5,7,4,61,5,1,Jubilado,Técnica,Soltero
13110103,2021,5,1,Gran Santiago,1311010,1.96027481555939,2,5,7,4,62,5,1,Jubilado,Técnica,Soltero
13110103,2022,6,1,Gran Santiago,1311010,2.45542812347412,2,5,7,4,63,,1,Jubilado,Técnica,Soltero
13110104,2016,0,1,Gran Santiago,1311010,1.64400005340576,1,1,9,2,30,5,1,Trabajo Remunerado,Universitaria,En Pareja
13110104,2017,1,1,Gran Santiago,1311010,1.48068177700043,1,1,9,,31,3,1,Trabajo Remunerado,Universitaria,
13110104,2018,2,1,Gran Santiago,1311010,1.50550961494446,1,1,9,4,32,1,1,Trabajo Remunerado,Universitaria,Soltero
13110104,2019,3,1,Gran Santiago,1311010,2.00190997123718,1,1,9,4,33,3,1,Trabajo Remunerado,Universitaria,Soltero
13110104,2021,5,1,Gran Santiago,1311010,3.28159689903259,1,1,9,4,35,2,1,Trabajo Remunerado,Universitaria,Soltero
13110104,2022,6,1,Gran Santiago,1311010,,,,,,,,0,,,
13110106,2016,0,1,Gran Santiago,1311010,1.49800002574921,2,4,6,1,42,7,1,Otras Categorías,Técnica,En Pareja
13110106,2017,1,1,Gran Santiago,1311010,1.23522853851318,2,4,7,,42,2,1,Otras Categorías,Técnica,
13110106,2018,2,1,Gran Santiago,1311010,1.18765914440155,2,2,7,1,44,7,1,Trabajo Remunerado,Técnica,En Pareja
13110106,2019,3,1,Gran Santiago,1311010,2.11616492271423,2,1,7,1,45,7,1,Trabajo Remunerado,Técnica,En Pareja
13110106,2021,5,1,Gran Santiago,1311010,1.96027481555939,2,1,7,1,46,4,1,Trabajo Remunerado,Técnica,En Pareja
13110106,2022,6,1,Gran Santiago,1311010,,,,,,,,0,,,
13110111,2016,0,1,Gran Santiago,1311011,0.999000012874603,2,7,7,1,40,5,1,Trabajo Doméstico No Remunerado,Técnica,En Pareja
13110111,2017,1,1,Gran Santiago,1311011,1.09798097610474,2,7,7,,41,2,1,Trabajo Doméstico No Remunerado,Técnica,
13110111,2018,2,1,Gran Santiago,1311011,1.18765914440155,2,7,7,1,42,2,1,Trabajo Doméstico No Remunerado,Técnica,En Pareja
13110111,2019,3,1,Gran Santiago,1311011,2.11616492271423,2,7,7,1,43,3,1,Trabajo Doméstico No Remunerado,Técnica,En Pareja
13110111,2021,5,1,Gran Santiago,1311011,1.96027481555939,2,7,7,1,44,3,1,Trabajo Doméstico No Remunerado,Técnica,En Pareja
13110111,2022,6,1,Gran Santiago,1311011,1.63695216178894,2,7,7,1,46,,1,Trabajo Doméstico No Remunerado,Técnica,En Pareja
13110114,2016,0,1,Gran Santiago,1311011,0.999000012874603,2,7,5,1,56,2,1,Trabajo Doméstico No Remunerado,Media,En Pareja
13110114,2017,1,1,Gran Santiago,1311011,1.09798097610474,2,7,5,,57,3,1,Trabajo Doméstico No Remunerado,Media,
13110114,2018,2,1,Gran Santiago,1311011,,,,,,,,0,,,
13110114,2019,3,1,Gran Santiago,1311011,1.58712363243103,2,7,5,1,59,7,1,Trabajo Doméstico No Remunerado,Media,En Pareja
13110114,2021,5,1,Gran Santiago,1311011,0.980137407779694,2,7,5,3,60,8,1,Trabajo Doméstico No Remunerado,Media,En Pareja
13110114,2022,6,1,Gran Santiago,1311011,1.22771406173706,2,7,5,1,62,,1,Trabajo Doméstico No Remunerado,Media,En Pareja
13110116,2016,0,1,Gran Santiago,1311011,1.64400005340576,1,3,8,4,27,1,1,Trabajo Remunerado,Universitaria,Soltero
13110116,2017,1,1,Gran Santiago,1311011,1.97424209117889,1,3,9,,28,3,1,Trabajo Remunerado,Universitaria,
13110116,2018,2,1,Gran Santiago,1311011,2.2582643032074,1,3,8,4,29,14,1,Trabajo Remunerado,Universitaria,Soltero
13110116,2019,3,1,Gran Santiago,1311011,2.00190997123718,1,4,8,4,30,3,1,Otras Categorías,Universitaria,Soltero
13110116,2021,5,1,Gran Santiago,1311011,1.6407984495163,1,3,8,4,31,2,1,Trabajo Remunerado,Universitaria,Soltero
13110116,2022,6,1,Gran Santiago,1311011,2.69465136528015,1,1,9,2,33,,1,Trabajo Remunerado,Universitaria,En Pareja
13110117,2016,0,1,Gran Santiago,1311011,2.46600008010864,1,1,8,4,28,2,1,Trabajo Remunerado,Universitaria,Soltero
13110117,2017,1,1,Gran Santiago,1311011,,,,,,,,0,,,
13110117,2018,2,1,Gran Santiago,1311011,,,,,,,,0,,,
13110117,2019,3,1,Gran Santiago,1311011,,,,,,,,0,,,
13110117,2021,5,1,Gran Santiago,1311011,,,,,,,,0,,,
13110117,2022,6,1,Gran Santiago,1311011,,,,,,,,0,,,
13110123,2016,0,1,Gran Santiago,1311012,3.28699994087219,1,1,7,4,32,2,1,Trabajo Remunerado,Técnica,Soltero
13110123,2017,1,1,Gran Santiago,1311012,2.96136355400085,1,2,7,,47,1,1,Trabajo Remunerado,Técnica,
13110123,2018,2,1,Gran Santiago,1311012,,,,,,,,0,,,
13110123,2019,3,1,Gran Santiago,1311012,,,,,,,,0,,,
13110123,2021,5,1,Gran Santiago,1311012,,,,,,,,0,,,
13110123,2022,6,1,Gran Santiago,1311012,,,,,,,,0,,,
13111011,2016,0,1,Gran Santiago,1311101,0.400000005960465,2,4,8,4,21,3,1,Otras Categorías,Universitaria,Soltero
13111011,2017,1,1,Gran Santiago,1311101,0.329394310712814,2,7,8,,22,1,1,Trabajo Doméstico No Remunerado,Universitaria,
13111011,2018,2,1,Gran Santiago,1311101,,,,,,,,0,,,
13111011,2019,3,1,Gran Santiago,1311101,,,,,,,,0,,,
13111011,2021,5,1,Gran Santiago,1311101,,,,,,,,0,,,
13111011,2022,6,1,Gran Santiago,1311101,,,,,,,,0,,,
13111013,2016,0,1,Gran Santiago,1311101,0.400000005960465,2,2,3,8,58,3,1,Trabajo Remunerado,Básica,Soltero
13111013,2017,1,1,Gran Santiago,1311101,0.329394310712814,2,2,3,,59,1,1,Trabajo Remunerado,Básica,
13111013,2018,2,1,Gran Santiago,1311101,0.989716112613678,2,2,3,7,61,1,1,Trabajo Remunerado,Básica,Soltero
13111013,2019,3,1,Gran Santiago,1311101,1.05808246135712,2,5,2,7,62,3,1,Jubilado,Básica,Soltero
13111013,2021,5,1,Gran Santiago,1311101,0.735103070735931,2,7,3,7,63,3,1,Trabajo Doméstico No Remunerado,Básica,Soltero
13111013,2022,6,1,Gran Santiago,1311101,0.61385703086853,2,5,3,7,65,,1,Jubilado,Básica,Soltero
13111014,2016,0,1,Gran Santiago,1311101,1.31500005722046,1,5,3,1,65,4,1,Jubilado,Básica,En Pareja
13111014,2017,1,1,Gran Santiago,1311101,1.18454539775848,1,5,2,,66,2,1,Jubilado,Básica,
13111014,2018,2,1,Gran Santiago,1311101,,,,,,,,0,,,
13111014,2019,3,1,Gran Santiago,1311101,,,,,,,,0,,,
13111014,2021,5,1,Gran Santiago,1311101,,,,,,,,0,,,
13111014,2022,6,1,Gran Santiago,1311101,,,,,,,,0,,,
13111015,2016,0,1,Gran Santiago,1311101,0.799000024795532,2,2,2,2,33,3,1,Trabajo Remunerado,Básica,En Pareja
13111015,2017,1,1,Gran Santiago,1311101,0.658788621425629,2,7,3,,35,1,1,Trabajo Doméstico No Remunerado,Básica,
13111015,2018,2,1,Gran Santiago,1311101,1.97943222522736,2,7,2,2,36,9,1,Trabajo Doméstico No Remunerado,Básica,En Pareja
13111015,2019,3,1,Gran Santiago,1311101,11.6389074325562,2,3,4,2,37,3,1,Trabajo Remunerado,Media,En Pareja
13111015,2021,5,1,Gran Santiago,1311101,4.41061782836914,2,3,4,4,38,3,1,Trabajo Remunerado,Media,Soltero
13111015,2022,6,1,Gran Santiago,1311101,4.91085624694824,2,3,5,4,40,,1,Trabajo Remunerado,Media,Soltero
13111016,2016,0,1,Gran Santiago,1311101,1.31500005722046,1,6,5,2,37,1,1,Desempleado,Media,En Pareja
13111016,2017,1,1,Gran Santiago,1311101,1.18454539775848,1,1,5,,38,1,1,Trabajo Remunerado,Media,
13111016,2018,2,1,Gran Santiago,1311101,,,,,,,,0,,,
13111016,2019,3,1,Gran Santiago,1311101,,,,,,,,0,,,
13111016,2021,5,1,Gran Santiago,1311101,,,,,,,,0,,,
13111016,2022,6,1,Gran Santiago,1311101,,,,,,,,0,,,
13111021,2016,0,1,Gran Santiago,1311102,0.400000005960465,2,5,5,5,63,3,1,Jubilado,Media,Soltero
13111021,2017,1,1,Gran Santiago,1311102,0.411742836236954,2,5,5,,63,8,1,Jubilado,Media,
13111021,2018,2,1,Gran Santiago,1311102,0.494857937097549,2,9,4,5,65,5,1,Otras Categorías,Media,Soltero
13111021,2019,3,1,Gran Santiago,1311102,1.3565160036087,2,5,4,5,66,3,1,Jubilado,Media,Soltero
13111021,2021,5,1,Gran Santiago,1311102,1.00526916980743,2,2,5,5,67,5,1,Trabajo Remunerado,Media,Soltero
13111021,2022,6,1,Gran Santiago,1311102,0.59024715423584,2,5,5,5,69,,1,Jubilado,Media,Soltero
13111022,2016,0,1,Gran Santiago,1311102,0.400000005960465,2,2,2,4,47,4,1,Trabajo Remunerado,Básica,Soltero
13111022,2017,1,1,Gran Santiago,1311102,0.411742836236954,2,2,2,,48,1,1,Trabajo Remunerado,Básica,
13111022,2018,2,1,Gran Santiago,1311102,0.494857937097549,2,2,2,8,50,1,1,Trabajo Remunerado,Básica,Soltero
13111022,2019,3,1,Gran Santiago,1311102,0.678258001804352,2,2,2,8,51,3,1,Trabajo Remunerado,Básica,Soltero
13111022,2021,5,1,Gran Santiago,1311102,0.502634584903717,2,2,2,8,52,3,1,Trabajo Remunerado,Básica,Soltero
13111022,2022,6,1,Gran Santiago,1311102,0.393498092889786,2,2,3,8,54,,1,Trabajo Remunerado,Básica,Soltero
13111023,2016,0,1,Gran Santiago,1311102,1.31500005722046,1,2,2,1,60,5,1,Trabajo Remunerado,Básica,En Pareja
13111023,2017,1,1,Gran Santiago,1311102,,,,,,,,0,,,
13111023,2018,2,1,Gran Santiago,1311102,,,,,,,,0,,,
13111023,2019,3,1,Gran Santiago,1311102,,,,,,,,0,,,
13111023,2021,5,1,Gran Santiago,1311102,,,,,,,,0,,,
13111023,2022,6,1,Gran Santiago,1311102,,,,,,,,0,,,
13111024,2016,0,1,Gran Santiago,1311102,1.97200000286102,1,1,2,1,60,1,1,Trabajo Remunerado,Básica,En Pareja
13111024,2017,1,1,Gran Santiago,1311102,2.22102236747742,1,1,3,,61,2,1,Trabajo Remunerado,Básica,
13111024,2018,2,1,Gran Santiago,1311102,1.48457384109497,2,9,5,1,44,3,1,Otras Categorías,Media,En Pareja
13111024,2019,3,1,Gran Santiago,1311102,1.01738703250885,2,2,5,1,45,3,1,Trabajo Remunerado,Media,En Pareja
13111024,2021,5,1,Gran Santiago,1311102,1.25658643245697,2,7,5,1,46,2,1,Trabajo Doméstico No Remunerado,Media,En Pareja
13111024,2022,6,1,Gran Santiago,1311102,0.786996185779572,2,7,5,1,48,,1,Trabajo Doméstico No Remunerado,Media,En Pareja
13111026,2016,0,1,Gran Santiago,1311102,0.799000024795532,2,7,2,2,36,1,1,Trabajo Doméstico No Remunerado,Básica,En Pareja
13111026,2017,1,1,Gran Santiago,1311102,0.823485672473908,2,2,3,,37,2,1,Trabajo Remunerado,Básica,
13111026,2018,2,1,Gran Santiago,1311102,0.989715874195099,2,9,2,4,38,1,1,Otras Categorías,Básica,Soltero
13111026,2019,3,1,Gran Santiago,1311102,,,,,,,,0,,,
13111026,2021,5,1,Gran Santiago,1311102,,,,,,,,0,,,
13111026,2022,6,1,Gran Santiago,1311102,0.393498092889786,2,2,2,4,42,,1,Trabajo Remunerado,Básica,Soltero
13111034,2016,0,1,Gran Santiago,1311103,3.28699994087219,1,1,5,1,60,1,1,Trabajo Remunerado,Media,En Pareja
13111034,2017,1,1,Gran Santiago,1311103,2.9613630771637,1,1,5,,62,1,1,Trabajo Remunerado,Media,
13111034,2018,2,1,Gran Santiago,1311103,3.38739657402039,1,1,5,1,62,2,1,Trabajo Remunerado,Media,En Pareja
13111034,2019,3,1,Gran Santiago,1311103,1.15494823455811,1,1,5,1,63,3,1,Trabajo Remunerado,Media,En Pareja
13111034,2021,5,1,Gran Santiago,1311103,0.631076276302338,1,1,5,1,64,3,1,Trabajo Remunerado,Media,En Pareja
13111034,2022,6,1,Gran Santiago,1311103,1.03640449047089,1,5,5,1,66,,1,Jubilado,Media,En Pareja
13111036,2016,0,1,Gran Santiago,1311103,1.99800002574921,2,1,5,1,54,2,1,Trabajo Remunerado,Media,En Pareja
13111036,2017,1,1,Gran Santiago,1311103,1.64697134494782,2,1,4,,55,2,1,Trabajo Remunerado,Media,
13111036,2018,2,1,Gran Santiago,1311103,1.78148877620697,2,1,4,1,56,2,1,Trabajo Remunerado,Media,En Pareja
13111036,2019,3,1,Gran Santiago,1311103,0.610432207584381,2,1,4,1,58,6,1,Trabajo Remunerado,Media,En Pareja
13111036,2021,5,1,Gran Santiago,1311103,0.753951847553253,2,6,4,5,59,2,1,Desempleado,Media,Soltero
13111036,2022,6,1,Gran Santiago,1311103,0.472197741270065,2,2,4,5,60,,1,Trabajo Remunerado,Media,Soltero
13111037,2016,0,1,Gran Santiago,1311103,1.33200001716614,2,2,9,4,25,3,1,Trabajo Remunerado,Universitaria,Soltero
13111037,2017,1,1,Gran Santiago,1311103,1.09798097610474,2,2,5,,26,3,1,Trabajo Remunerado,Media,
13111037,2018,2,1,Gran Santiago,1311103,,,,,,,,0,,,
13111037,2019,3,1,Gran Santiago,1311103,,,,,,,,0,,,
13111037,2021,5,1,Gran Santiago,1311103,0.753951847553253,2,6,9,4,30,5,1,Desempleado,Universitaria,Soltero
13111037,2022,6,1,Gran Santiago,1311103,0.472197741270065,2,6,9,4,31,,1,Desempleado,Universitaria,Soltero
13112011,2016,0,1,Gran Santiago,1311201,1.99800002574921,2,4,4,4,18,2,1,Otras Categorías,Media,Soltero
13112011,2017,1,1,Gran Santiago,1311201,1.64697134494782,2,4,4,,18,6,1,Otras Categorías,Media,
13112011,2018,2,1,Gran Santiago,1311201,2.11139440536499,2,3,4,4,18,1,1,Trabajo Remunerado,Media,Soltero
13112011,2019,3,1,Gran Santiago,1311201,3.52694129943848,2,3,6,4,20,3,1,Trabajo Remunerado,Técnica,Soltero
13112011,2021,5,1,Gran Santiago,1311201,7.35102939605713,2,1,6,4,21,3,1,Trabajo Remunerado,Técnica,Soltero
13112011,2022,6,1,Gran Santiago,1311201,3.27390384674072,2,2,7,4,22,,1,Trabajo Remunerado,Técnica,Soltero
13112012,2016,0,1,Gran Santiago,1311201,0.999000012874603,2,5,5,4,56,2,1,Jubilado,Media,Soltero
13112012,2017,1,1,Gran Santiago,1311201,0.823485672473908,2,1,4,,56,3,1,Trabajo Remunerado,Media,
13112012,2018,2,1,Gran Santiago,1311201,1.0556972026825,2,1,4,4,57,20,1,Trabajo Remunerado,Media,Soltero
13112012,2019,3,1,Gran Santiago,1311201,2.11616468429565,2,5,4,4,59,3,1,Jubilado,Media,Soltero
13112012,2021,5,1,Gran Santiago,1311201,,,,,,,,0,,,
13112012,2022,6,1,Gran Santiago,1311201,1.63695192337036,2,5,4,4,61,,1,Jubilado,Media,Soltero
13112014,2016,0,1,Gran Santiago,1311201,2.46600008010864,1,1,2,1,67,2,1,Trabajo Remunerado,Básica,En Pareja
13112014,2017,1,1,Gran Santiago,1311201,2.22102236747742,1,1,2,,68,3,1,Trabajo Remunerado,Básica,
13112014,2018,2,1,Gran Santiago,1311201,3.01101922988892,1,1,2,8,69,1,1,Trabajo Remunerado,Básica,Soltero
13112014,2019,3,1,Gran Santiago,1311201,,,,,,,,0,,,
13112014,2021,5,1,Gran Santiago,1311201,,,,,,,,0,,,
13112014,2022,6,1,Gran Santiago,1311201,,,,,,,,0,,,
13112015,2016,0,1,Gran Santiago,1311201,0.999000012874603,2,4,6,1,22,2,1,Otras Categorías,Técnica,En Pareja
13112015,2017,1,1,Gran Santiago,1311201,0.823485672473908,2,9,5,,23,3,1,Otras Categorías,Media,
13112015,2018,2,1,Gran Santiago,1311201,,,,,,,,0,,,
13112015,2019,3,1,Gran Santiago,1311201,2.11616468429565,2,6,2,4,25,3,1,Desempleado,Básica,Soltero
13112015,2021,5,1,Gran Santiago,1311201,,,,,,,,0,,,
13112015,2022,6,1,Gran Santiago,1311201,,,,,,,,0,,,
13112021,2016,0,1,Gran Santiago,1311202,0.640999972820282,2,2,5,2,35,3,1,Trabajo Remunerado,Media,En Pareja
13112021,2017,1,1,Gran Santiago,1311202,0.528844058513641,2,1,5,,36,3,1,Trabajo Remunerado,Media,
13112021,2018,2,1,Gran Santiago,1311202,0.762716829776764,2,1,5,2,37,2,1,Trabajo Remunerado,Media,En Pareja
13112021,2019,3,1,Gran Santiago,1311202,0.546028733253479,2,1,3,2,38,3,1,Trabajo Remunerado,Básica,En Pareja
13112021,2021,5,1,Gran Santiago,1311202,0.505804836750031,2,1,5,4,40,3,1,Trabajo Remunerado,Media,Soltero
13112021,2022,6,1,Gran Santiago,1311202,0.527973353862763,2,1,5,4,41,,1,Trabajo Remunerado,Media,Soltero
